statenum	year	popul	lpc_viol	lpc_prop	lpc_murd	efamurd	efaviol	efaprop	xxprison	xxpolice	xxunemp	xxincome	xxpover	xxafdc15	xxgunlaw	xxbeer
44	91	17352	2.128137	4.245316	-1.878394	.1303432	.3253809	.7528501	1.076126	.9833466	.066	9.930667	17.5	3554.13	0	27.7
44	92	17683	2.085819	4.133891	-2.066574	.2175921	.4532752	.9617206	1.091305	1.191587	.075	9.957264	17.8	3432.475	0	28.5
44	93	18031	2.030942	4.039001	-2.128021	.3303543	.5970344	1.17098	1.229494	1.217532	.07	9.964247	17.4	3190.307	0	28.1
44	94	18378	1.955133	3.944662	-2.207067	.4622961	.7538246	1.373395	1.358215	1.248324	.064	9.974076	19.1	2865.124	0	28.3
44	95	18679.7	1.895285	3.918477	-2.400936	.6132763	.9199733	1.56248	1.861181	1.271323	.06	10.03184	17.4	2547.742	1	27.1
44	96	19006.2	1.86961	3.931221	-2.554754	.7749775	1.087888	1.728305	1.922763	1.273786	.056	10.05282	16.6	2224.752	1	27.1
44	97	19439	1.795969	3.887317	-2.684361	.9427705	1.2549	1.874207	1.940932	1.276048	.054	10.0708	16.7	2095.648	1	27
44	98	19712												2629.88	1	
44	99	20044.1														
45	66														0	
45	67														0	
45	68														0	
45	69														0	
45	70	1066													0	
45	71	1095													0	
45	72	1135	.5975286	3.686697	-3.53788						.04658	9.601122			0	
45	73	1170	.7234525	3.687318	-3.453841				-.6696371	.6018817	.04446	9.626667			0	
45	74	1200	.7407461	3.834944	-3.479159				-.8128551	.6350834	.04899	9.612169			0	
45	75	1236	.8159518	3.863332	-3.6539				-.7838016	.6682566	.06557	9.601021			0	
45	76	1275	.7536334	3.824678	-3.143368				-.6319516	.717524	.05653	9.64516			0	
45	77	1320	.8352121	3.768835	-3.401197				-.5332985	.8110173	.05303	9.673471			0	
45	78	1368	.954161	3.806045	-3.329285				-.4712165	.8236437	.03933	9.70817			0	
45	79	1420	1.074377	3.910867	-3.068757				-.4098607	.8403817	.04308	9.694103			0	
45	80	1461	1.108149	4.019726	-3.279543				-.3946088	.8301497	.06308	9.654541	10		0	
45	81	1515	1.094644	3.999115	-3.411148				-.4538447	.793361	.06658	9.640061	12.2		0	
45	82	1558	1.047251	3.919071	-3.380866				-.2967439	.6934772	.0785	9.628076	14.5		0	
45	83	1595	.9547878	3.89896	-3.349277				-.2619151	.7607698	.09258	9.643308	13.9		0	
45	84	1622	.9113463	3.82986	-3.541268				-.2349687	.6953391	.0655	9.678898	11.1		0	13.4
45	85	1643	.9846261	3.923184	-3.492256	.0003166	.0035463	.0145224	-.0842129	.7241057	.05925	9.697767	10.9	7892.629	0	13.8
45	86	1663	.9822564	3.954684	-3.446087	.0005628	.0059223	.0232219	-.0122476	.7234207	.05967	9.715573	12.6	8845.333	0	13.7
45	87	1678	.8333236	3.988101	-3.418025	.0009983	.0090039	.0335304	.0481314	.7605754	.06342	9.719886	10.2	8892.775	0	13
45	88	1689	.8892864	3.978148	-3.581744	.0032734	.0185377	.0593104	.0905312	.7840866	.04883	9.729156	9.8	8328.648	0	12.8
45	89	1706	.9513093	3.993889	-3.635244	.0064546	.0305318	.0904964	.1406111	.8090206	.04683	9.74602	8.2	8360.324	0	12.7
45	90	1732	1.038324	3.979228	-3.505788	.014415	.0507427	.1344085	.3278943	.8066224	.04308	9.755159	8.2	8126.431	0	12.7
45	91	1767	1.055437	3.975904	-3.525795	.0291564	.0782451	.1864661	.3565595	.7990561	.049	9.762184	12.9	8022.178	0	13.2
45	92	1811	1.067582	3.984146	-3.51265	.0503651	.1102689	.2389193	.3881495	.7767099	.049	9.783387	9.3	8231.584	0	13
45	93	1860	1.102012	3.89921	-3.467889	.0791538	.1474795	.2953731	.3945462	.8070574	.039	9.793717	10.7	7828.068	0	21.9
45	94	1908	1.113525	3.91131	-3.528459	.1131704	.1876775	.3500944	.4340839	.8220982	.037	9.836629	8	7481.157	0	12.9
45	95	1976.77	1.177173	4.040749	-3.258488	.1496476	.2298927	.4013785	.4674453	.8220491	.036	9.872345	8.4	7339.368	1	12.8
45	96	2022.25	1.188598	4.023874	-3.468833	.1920523	.2756417	.4528024	.5563281	.9014223	.035	9.904766	7.7	6525.941	1	13.2
45	97	2059	1.206107	4.036263	-3.717953	.234833	.3224892	.5012785	.6667146	.9271828	.031	9.91558	8.9	6805.865	1	13
45	98	2101												6613.374	1	
45	99	2129.84														
46	66														1	
46	67														1	
46	68														1	
46	69														1	
46	70	447													1	
46	71	454													1	
46	72	463	-.0396528	3.046269	-4.058286						.05947	9.673069			1	
46	73	468	-.3585081	3.180899	-3.845883				-1.203253	.6590967	.05364	9.699159			1	
46	74	473	-.2926273	3.32569	-3.386507				-.9120263	.6726392	.06558	9.661792			1	
46	75	480	-.0689929	3.503303	-3.871201				-.6701577	.6674498	.09549	9.637124			1	
46	76	485	.1491307	3.406817	-2.926052				-.6766179	.683728	.08796	9.680714			1	
46	77	492	.3835464	3.622931	-4.252569				-.5529371	.7165818	.07048	9.687761			1	
46	78	498	.4864342	3.5723	-3.438011				-.5672669	.7741275	.05867	9.746978			1	
46	79	505	.586686	3.910715	-4.278648				-.3498138	.7021427	.04933	9.747611			1	
46	80	511	.581461	3.873807	-3.838474				-.4847655	.6891789	.06358	9.722965	12		1	
46	81	516	.2446168	3.896555	-3.155064				-.4015588	.719223	.058	9.72744	12.3		1	
46	82	519	.2327314	3.81519	-3.766997				-.267221	.7469084	.06817	9.723439	12.9		1	
46	83	523	.2857682	3.692744	-3.315142				-.1765579	.791256	.06792	9.759017	15.6		1	
46	84	527	.3778904	3.649253	-3.782294				-.3246873	.743484	.05233	9.80524	12.6		1	26.3
46	85	530	.3991559	3.63116	-3.382505	.0027562	.0291434	.114682	-.3323064	.7340451	.04692	9.848504	9.2	9927.835	1	26.6
46	86	534	.4129278	3.65788	-3.882501	.0040996	.0416802	.1592495	-.1793072	.7455248	.048	9.907775	11	11032.89	1	27.6
46	87	540	.3258338	3.736699	-3.583519	.015443	.0896098	.2896308	-.1958964	.7548727	.03742	9.935688	9.3	10781.92	1	27.8
46	88	550	.3633797	3.723983	-3.912023	.0295912	.1464327	.4400055	-.0670107	.7943323	.02675	9.960271	8.1	10801.22	1	27
46	89	558	.2997063	3.693751	-3.926464	.0672656	.2467718	.661429	.0054397	.8241754	.03583	9.992056	8	10079.27	1	26
46	90	564	.2386259	3.738724	-3.770105	.1394898	.3840896	.9238061	.1149914	.8029334	.04858	9.972933	10.9	9343.606	1	26.1
46	91	568	.1531441	3.645891	-3.857215	.2438711	.5426947	1.18177	.188508	.7853901	.064	9.951283	12.6	8766.854	1	25
46	92	571	.0887612	3.494914	-3.862483	.3892784	.7326655	1.470618	.2550243	.7192129	.066	9.976772	10.4	8517.624	1	23.9
46	93	576	.1330973	3.652776	-3.311585	.5590876	.9267906	1.724265	.4153403	.7105087	.054	9.979687	10	8655.185	1	23.7
46	94	580	-.0315263	3.451082	-4.571269	.7420064	1.136971	1.971366	.4384789	.6861785	.047	9.993938	7.6	8515.786	1	23.3
46	95	582.827	.1716955	3.50488	-3.802941	.9546841	1.357996	2.204976	.8078604	.6862267	.042	10.04172	10.3	7947.087	1	22.8
46	96	586.352	.1969627	3.365459	-3.976025	1.164976	1.58125	2.415778	.6093909	.7573926	.046	10.06101	12.6	8411.683	1	23.3
46	97	589	.1797716	3.298976	-4.181201	1.384371	1.801054	2.607811	.6516181	.6363916	.04	10.0434	9.3	8422.508	1	2.5
46	98	591												8141.023	1	
46	99	593.74														
47	66														0	
47	67														0	
47	68														0	
47	69														0	
47	70	4660													0	
47	71	4720													0	
47	72	4824	1.078088	3.313869	-2.361061						.03569	9.736405			0	
47	73	4901	1.031163	3.366881	-2.485927				.0249757	.6721996	.03516	9.781525			0	
47	74	4971	1.25938	3.632981	-2.253709				.0398013	.6639556	.04728	9.772517			0	
47	75	5047	1.321267	3.713461	-2.180913				.0121965	.7662488	.0658	9.761777			0	
47	76	5122	1.106327	3.644651	-2.375882				.0854085	.8043259	.05898	9.799573			0	
47	77	5193	1.05358	3.608844	-2.42384				.2863145	.7324843	.05329	9.828063			0	
47	78	5270	1.028738	3.610631	-2.456104				.4502155	.7640383	.05367	9.868163			0	
47	79	5308	1.080745	3.682709	-2.474412				.5413972	.7847416	.04717	9.870887			0	
47	80	5347	1.117998	3.759746	-2.455241				.529231	.7987997	.04992	9.866592	12.4		0	
47	81	5444	1.165169	3.76925	-2.462385				.4730148	.7773103	.06108	9.86719	12.6		0	
47	82	5493	1.127972	3.675099	-2.607343				.5041539	.7968715	.07708	9.870553	12.5		0	
47	83	5565	1.070734	3.599818	-2.665828				.5701965	.8302222	.06075	9.907087	11.4		0	
47	84	5644	1.082418	3.550482	-2.565304				.5714819	.816247	.0505	9.955709	10		0	22.4
47	85	5715	1.079058	3.549311	-2.646962	.0020127	.0218161	.0873741	.6363743	.8266343	.05583	9.98497	10	8637.217	0	22.4
47	86	5812	1.114092	3.56629	-2.649087	.0032573	.0338293	.1313727	.7179465	.8412051	.05008	10.03191	9.7	8322.223	0	23.4
47	87	5932	1.076913	3.596555	-2.608184	.0098764	.0648694	.2207468	.7693974	.850145	.04233	10.05443	9.9	7740.862	0	23.5
47	88	6037	1.089126	3.650966	-2.557194	.0214138	.1129267	.3499347	.7792661	.8972296	.03908	10.07846	10.8	7461.081	1	23.3
47	89	6120	1.135872	3.659687	-2.545531	.0470013	.1888302	.5272416	.835994	.9429328	.03917	10.09796	10.9	7461.785	1	23.6
47	90	6207	1.251358	3.707961	-2.432647	.0993494	.3006102	.754522	.9779452	.9455005	.04275	10.08653	11.1	6873.458	1	24
47	91	6288	1.316611	3.745455	-2.378211	.1834946	.4439648	1.008719	1.031826	.9473484	.058	10.07138	9.9	6498.98	1	23
47	92	6394	1.318811	3.666945	-2.428061	.3024634	.6120911	1.275641	1.139943	.9743676	.064	10.08065	9.4	6133.96	1	22.5
47	93	6491	1.314282	3.622542	-2.488456	.4535352	.7960293	1.530458	1.188638	.7861941	.05	10.08279	9.7	5878.436	1	22.2
47	94	6552	1.274546	3.608188	-2.440136	.6250584	.9907317	1.765624	1.249081	1.032048	.049	10.10628	10.7	5438.43	1	21.7
47	95	6601.39	1.287476	3.593708	-2.574446	.8187869	1.196976	1.990144	1.414881	1.047362	.045	10.15624	10.2	5001.99	1	20.7
47	96	6665.49	1.229027	3.592407	-2.590091	1.018697	1.401963	2.187246	1.434513	1.010784	.044	10.17183	12.3	4809.703	1	20.6
47	97	6734	1.239093	3.564147	-2.624609	1.222478	1.606316	2.36356	1.422863	1.025841	.04	10.17056	12.7	4670.3	1	20.5
47	98	6789												4486.265	1	
47	99	6872.91														
48	66														1	
48	67														1	
48	68														1	
48	69														1	
48	70	3414													1	
48	71	3442													1	
48	72	3448	.9171025	3.794635	-3.161943						.09209	9.796497			1	
48	73	3479	.9842368	3.860563	-3.234519				-.2792107	.6632679	.07619	9.850144			1	
48	74	3550	1.220955	4.015439	-2.987317				-.2790009	.7119405	.06908	9.849821			1	
48	75	3621	1.341607	4.030305	-2.886238				-.1720087	.7456862	.0955	9.856955			1	
48	76	3694	1.334916	3.96754	-3.177513				-.0721343	.6931472	.08633	9.896012			1	
48	77	3776	1.289752	3.948464	-3.167516				.0206303	.7273419	.0878	9.918488			1	
48	78	3889	1.369439	4.014837	-3.101121				.1234169	.7483985	.06883	9.976522			1	
48	79	4018	1.446187	4.086871	-3.067431				.1430323	.7556909	.06783	9.980671			1	
48	80	4132	1.530822	4.162243	-2.910416				.0775508	.7193077	.07858	9.951724	12.7		1	
48	81	4236	1.49231	4.13662	-2.990083				.0626157	.7063701	.09533	9.937201	11.3		1	
48	82	4277	1.394618	4.065922	-3.140651				.2308569	.685921	.12108	9.917021	12.9		1	
48	83	4300	1.313098	4.044099	-3.009784				.3815671	.6816244	.11183	9.941868	10.8		1	
48	84	4344	1.403412	4.04337	-3.068283				.4372041	.684388	.0945	9.960283	11.3		1	21.8
48	85	4400	1.449962	4.113475	-2.946942	.0175803	.098038	.3119079	.4512105	.736838	.08142	9.978421	12	10176.03	1	21.5
48	86	4453	1.477093	4.167767	-2.994162	.0395579	.1682238	.4844775	.4526667	.7701082	.08192	10.02256	12.9	9368.444	1	21.8
48	87	4532	1.481815	4.187576	-2.873741	.0843223	.2734544	.7131798	.3939461	.7845094	.076	10.02458	10	10090.77	1	21.9
48	88	4640	1.535337	4.19216	-2.866521	.1580426	.4114064	.9760661	.3021945	.7991915	.06175	10.02647	8.7	9846.893	1	21.7
48	89	4746	1.554434	4.117642	-3.122723	.2690336	.5827372	1.267886	.2258984	.8068991	.06175	10.06093	9.6	9024.463	1	21.9
48	90	4897	1.60637	4.04058	-3.024107	.4136392	.770915	1.549109	.378269	.7957384	.04875	10.07228	8.9	8627.621	1	22.4
48	91	5016	1.654042	4.057644	-3.16853	.5892072	.9900163	1.852219	.4901936	.7757157	.063	10.0758	9.5	8529.912	1	21.6
48	92	5143	1.674875	4.030798	-2.992432	.790378	1.223188	2.147337	.6017766	.7945825	.075	10.10119	11	9185.05	1	22.1
48	93	5255	1.638137	3.995948	-2.964817	1.008736	1.467851	2.419499	.6608401	.7999164	.075	10.09348	12.1	9068.743	1	21
48	94	5343	1.631722	4.010286	-2.899963	1.24831	1.722857	2.673355	.684451	.7952675	.064	10.10793	11.7	8781.075	1	20.9
48	95	5431.02	1.577441	4.057943	-2.983112	1.503919	1.985831	2.909014	.7068098	.7968781	.064	10.14427	12.5	8531.432	1	20.4
48	96	5509.96	1.46552	4.007541	-3.07305	1.753088	2.227072	3.098184	.7595668	.8053661	.065	10.17437	11.9	7373.465	1	20.1
48	97	5610	1.483224	4.004711	-3.147509	2.000249	2.451437	3.246461	.8213284	.8233221	.048	10.18379	9.2	7763.875	1	20
48	98	5688												7792.952	1	
48	99	5756.36														
49	66														0	
49	67														0	
49	68														0	
49	69														0	
49	70	1749													0	
49	71	1768													0	
49	72	1798	.2457993	2.561134	-2.803082						.07479	9.542988			0	
49	73	1806	.2059422	2.594411	-2.864141				-.5302946	.2685911	.06456	9.569655			0	
49	74	1815	.3040759	2.779076	-2.82171				-.5086132	.3496737	.06842	9.565596			0	
49	75	1842	.4590179	2.947036	-2.628258				-.6071464	.4367431	.08343	9.585304			0	
49	76	1880	.3843212	3.044523	-2.735006				-.3710479	.4357651	.07511	9.626164			0	
49	77	1908	.3949276	3.019632	-2.835312				-.3859754	.4518884	.07071	9.658364			0	
49	78	1923	.4839465	3.012338	-2.717455				-.422912	.5239467	.06233	9.687846			0	
49	79	1942	.485587	3.037905	-2.719443				-.4411974	.5547753	.06733	9.683867			0	
49	80	1950	.5982728	3.154685	-2.648331				-.4397751	.5455405	.09383	9.652032	15.2		0	
49	81	1954	.5568337	3.194654	-2.806949				-.4391015	.5375425	.10667	9.629269	19.9		0	
49	82	1950	.5574155	3.150191	-2.950612				-.2219927	.5488843	.1395	9.626738	24.8		0	
49	83	1945	.5511333	3.122512	-3.008669				-.2315118	.5324365	.18033	9.612957	22.3		0	
49	84	1928	.5322744	3.088611	-3.109891				-.1884069	.5710812	.15	9.640779	20.4		0	19.7
49	85	1907	.5219849	3.053323	-3.262827	.0000456	.000593	.0026488	-.1996915	.5693489	.13075	9.651716	22.3	5857.423	0	19.7
49	86	1882	.5169703	3.088552	-2.803892	.0001255	.0016541	.0074438	-.1003043	.5598405	.11842	9.688001	22.4	5611.556	0	19.6
49	87	1858	.337932	3.042855	-3.005467	.0003889	.0038912	.015949	-.245713	.559464	.10792	9.683081	21.6	7234.02	0	19.9
49	88	1830	.3023284	3.077111	-2.979472	.000734	.0069943	.0272326	-.248627	.5812169	.10033	9.708301	17.9	6463.378	0	20.1
49	89	1807	.4104334	3.125653	-2.703633	.001448	.0112883	.0412781	-.1615551	.6052412	.08617	9.724772	15.7	7071.116	1	20.2
49	90	1795	.5255358	3.149206	-2.867788	.0034991	.0198504	.0653683	-.098192	.596785	.08292	9.748378	18.1	6121.673	1	21.7
49	91	1799	.6482405	3.208887	-2.785456	.0075873	.0347113	.1038536	-.0739794	.5818888	.105	9.757508	17.9	5923.55	1	21.5
49	92	1809	.7508736	3.178952	-2.755597	.0155692	.0574415	.1574478	-.0055742	.7183955	.113	9.784765	22.3	6006.832	1	21
49	93	1820	.7343208	3.145951	-2.67031	.0310854	.090632	.2260492	.1275016	.7319106	.108	9.794651	22.2	5671.657	1	21.6
49	94	1822	.768959	3.140968	-2.91257	.0558804	.1327047	.3020241	.1272618	.6947942	.089	9.830106	18.6	4695.621	1	21.5
49	95	1820.56	.7468489	3.116693	-3.018263	.0907568	.1822457	.3824813	.2467915	.7295246	.079	9.83427	16.7	4254.029	1	20.9
49	96	1818.98	.7461526	3.127657	-3.271926	.1338772	.2361346	.461683	.3215369	.7569486	.075	9.845186	18.5	3771.485	1	21
49	97	1816	.7823817	3.113711	-3.186903	.1835907	.2967737	.5453212	.4147768	.7882668	.069	9.837127	16.4	3652.415	1	21
49	98	1812												3287.349	1	
49	99	1806.93														
50	66														0	
50	67														0	
50	68														0	
50	69														0	
50	70	4429													0	
50	71	4473													0	
50	72	4502	-.0325085	3.355477	-3.575995						.04154	9.749259			0	
50	73	4524	.1532029	3.431374	-3.638028				-.7935346	.8676827	.04018	9.797751			0	
50	74	4546	.3437676	3.559944	-3.494749				-.745325	.8256557	.04736	9.782349			0	
50	75	4579	.423286	3.64994	-3.418601				-.5637488	.859448	.06995	9.766184			0	
50	76	4596	.3224807	3.630628	-3.491299				-.4255386	.8719501	.05609	9.807609			0	
50	77	4627	.2791631	3.611187	-3.572129				-.331567	.8951818	.04917	9.852298			0	
50	78	4646	.2859587	3.630903	-3.673077				-.3238443	.9053821	.05158	9.88982			0	
50	79	4683	.5151724	3.750737	-3.37652				-.3028634	.8713889	.04525	9.892312			0	
50	80	4706	.596625	3.826778	-3.543939				-.2418417	.8719748	.07142	9.855584	8.5		0	
50	81	4726	.6334214	3.826804	-3.37943				-.1675565	.9092965	.07817	9.834293	8.1		0	
50	82	4729	.65203	3.756764	-3.464257				-.0748896	.9264799	.10642	9.821299	9.5		0	
50	83	4721	.6529516	3.711281	-3.584579				-.003177	.9464099	.10442	9.83835	10.6		0	
50	84	4736	.682	3.689112	-3.700774				.0259266	.9089348	.07333	9.881549	15.5		0	32.9
50	85	4748	.732789	3.645833	-3.560204	.0014765	.0155396	.0609421	.0490314	.9428768	.07208	9.894386	11.6	10573.14	0	32.1
50	86	4756	.953358	3.653853	-3.463216	.0022029	.022567	.08673	.1277491	.958278	.0705	9.932973	10.7	11651.11	0	32.7
50	87	4778	.9220506	3.674604	-3.347813	.0084427	.0487382	.1576595	.1840372	.9797511	.06108	9.941294	9	12624.98	0	31.5
50	88	4822	.7699623	3.633808	-3.511131	.0161504	.0803712	.2422325	.24852	.984407	.04292	9.947214	7.8	13273.78	0	31
50	89	4857	.8022684	3.676392	-3.317692	.0362721	.1336853	.36062	.2713213	.9844261	.04375	9.965262	8.4	11251.28	0	30.2
50	90	4903	.9710941	3.718678	-3.081502	.0753214	.2077853	.5027435	.3328184	.9755653	.04383	9.969337	9.3	9952.192	0	30.5
50	91	4947	1.020292	3.736639	-3.030073	.1324235	.2983199	.6558673	.4167547	.9645077	.054	9.960521	9.9	10154.66	0	29
50	92	4993	1.017066	3.702446	-3.131297	.2090595	.3991528	.8112551	.4521321	1.029432	.051	9.99266	10.8	10043.17	0	28.1
50	93	5038	.9723325	3.634861	-3.122087	.3035835	.5124033	.965556	.4704041	1.072162	.047	9.999533	12.6	9423.222	0	28.3
50	94	5082	.9951885	3.60382	-3.10851	.4065022	.6343247	1.114681	.5138382	1.044718	.047	10.03168	9	8754.546	0	28.3
50	95	5137	1.030689	3.582073	-3.155154	.5267681	.7620121	1.25348	.6790778	1.08041	.037	10.07112	8.5	8554.806	0	28
50	96	5173.83	.924332	3.5721	-3.233248	.6500843	.8927457	1.381525	.7793545	1.086535	.035	10.09	8.8	7881.98	0	27.6
50	97	5170	.9953271	3.528435	-3.227618	.77861	1.021491	1.492936	.9100422	1.098968	.037	10.09384	8.2	8422.508	0	28.6
50	98	5222												8779.156	0	
50	99	5250.45														
51	66														0	
51	67														0	
51	68														0	
51	69														0	
51	70	334													0	
51	71	339													0	
51	72	347	.3870448	3.356003	-3.210268						.03828	9.76671			0	
51	73	354	.7679611	3.461933	-2.691243				-.2809803	.7017556	.03324	9.843485			0	
51	74	366	.3492706	3.537707	-3.012262				-.2416758	.816564	.03445	9.85929			0	
51	75	382	.6931472	3.655542	-2.307834				-.3079219	.8461262	.04158	9.848104			0	
51	76	397	.7624758	3.608396	-2.688099				-.2185729	.95531	.03911	9.871498			0	
51	77	413	.8620621	3.63765	-2.932405				-.1549907	.9924118	.03627	9.923921			0	
51	78	433	1.01013	3.720029	-2.66954				-.031983	1.045576	.0335	10.00353			0	
51	79	454	1.24645	3.79182	-2.404525				0	1.0963	.02733	10.01674			0	
51	80	470	1.365332	3.825073	-2.785437				.1044791	1.131118	.03858	10.01396	10.4		0	
51	81	492	1.458804	3.850537	-2.902642				.1276632	1.107087	.04008	9.99972	8.9		0	
51	82	506	1.104524	3.798682	-2.397895				.1222896	1.114075	.05858	9.945314	12		0	
51	83	510	.8713754	3.639236	-2.833213				.3273967	1.237973	.08358	9.884188	12.7		0	
51	84	505	.8958859	3.550072	-3.391345				.3462284	1.267776	.06292	9.884352	10.9		0	26.3
51	85	500	.9608816	3.644405	-3.123566	.0004554	.0049763	.020042	.3602329	1.247942	.07158	9.910659	12	7445.876	0	26
51	86	496	1.097267	3.726713	-2.910739	.0007939	.0083074	.0324426	.4213385	1.280934	.0915	9.874267	14.6	6990.667	0	24.5
51	87	477	1.067382	3.65074	-3.864931	.002394	.0159413	.0549476	.5515186	1.203771	.08708	9.839849	10.8	7234.02	0	24.5
51	88	465	1.157084	3.610976	-3.657131	.0049296	.0270669	.0855692	.6524999	1.226054	.063	9.870647	9.6	6983.918	0	23.6
51	89	458	.9854583	3.628466	-3.082347	.0114252	.0467815	.1320324	.7091475	1.234471	.06275	9.892477	10.9	6016.309	0	23
51	90	454	1.102277	3.665029	-3.027055	.0230671	.0715495	.1823412	.8065538	1.268852	.05308	9.939313	11	5835.278	0	25.1
51	91	458	1.13646	3.71272	-3.418819	.0440172	.1096235	.2519933	.8940181	1.296476	.051	9.978408	9.9	6431.283	0	24.7
51	92	465	1.163823	3.752964	-3.308824	.0728597	.1518888	.3216791	.8752868	1.410028	.056	9.979329	10.3	6197.525	0	24.7
51	93	470	1.051417	3.657597	-3.380144	.110826	.2008304	.3921911	.826813	1.391121	.054	9.995123	13.3	6262.454	0	24.3
51	94	476	1.002391	3.693177	-3.392829	.1564204	.2536737	.4587364	.8754687	1.272625	.053	10.00381	9.3	6420	1	25
51	95	478.447	.9360607	3.708496	-3.86796	.2077004	.3065275	.5134223	.9387262	1.218572	.048	10.00949	12.2	6123.932	1	23.6
51	96	480.085	.9169466	3.691875	-3.401374	.2602535	.3587803	.5624179	1.077247	1.233125	.05	10.01677	11.9	5657.228	1	24.6
51	97	480	.93691	3.670111	-3.340573	.3139254	.4094602	.6049741	1.127859	1.332079	.051	10.02561	13.5	6286.943	1	24.6
51	98	480												5936.566	1	
51	99	479.602														
